genres_position0,genres_position1,genres_position2,genres_freq,production_companies_position0,production_companies_position1,production_companies_freq,director_position0,director_freq
Horror,no option,no option,50,others,others,1,Jonwatts,5
Comedy,no option,no option,138,others,others,1,Stevenkampmann,1
Horror,Mystery,Thriller,22,others,others,1,Nicholasmccarthy,2
Comedy,Romance,no option,47,others,others,4,Alexislloyd,1
Comedy,Romance,no option,47,others,others,1,Tamássas,1
Action,Thriller,no option,42,others,others,1,Philippstölzl,1
Action,Thriller,Mystery,6,others,others,1,Omidnooshin,1
Documentary,no option,no option,106,others,others,133,Kriskoenig,1
Drama,Comedy,no option,40,others,others,1,Sandranettelbeck,1
Documentary,no option,no option,106,others,others,133,Rileymorton,1
Comedy,no option,no option,138,others,others,1,Gorkirakosian,2
Action,Comedy,no option,14,others,others,1,Waynekramer,1
Romance,Comedy,no option,17,others,others,1,Adamrodgers,1
ScienceFiction,no option,no option,7,others,others,1,Craigzobel,3
Comedy,no option,no option,138,others,others,1,Herschelfaber,1
Action,Drama,Thriller,11,others,others,1,Marciogarcia,1
Thriller,no option,no option,32,others,others,1,Hosseinamini,1
Comedy,no option,no option,138,others,others,1,Michelleschumacher,1
Drama,History,no option,36,others,others,1,Ronmaxwell,1
Comedy,no option,no option,138,others,others,1,Dylankidd,1
Animation,no option,no option,5,others,others,133,Tonytang,1
Action,ScienceFiction,Adventure,8,others,others,1,Christopherhatton,1
Documentary,no option,no option,106,others,others,133,Sethkramer,1
Drama,no option,no option,226,others,others,1,Nikaagiashvili,1
Documentary,no option,no option,106,others,others,133,Grahammeriwether,1
Documentary,no option,no option,106,others,others,1,Mariailioú,1
Thriller,Action,no option,11,others,others,1,Mukundamichaeldewil,1
Action,Crime,Thriller,31,others,others,1,Isaacflorentine,3
Drama,no option,no option,226,others,others,1,Nicholasdibella,2
Documentary,no option,no option,106,others,others,1,Mollybernstein,1
Drama,no option,no option,226,others,others,133,Jonvandyke,1
Mystery,Thriller,no option,2,others,others,1,Stephensommers,1
Horror,no option,no option,50,others,others,133,H.m.coakley,1
Animation,no option,no option,5,others,others,133,Pasharoberts,1
Horror,Thriller,no option,78,others,others,1,Mattorlando,1
Documentary,no option,no option,106,others,others,1,Andreasdalsgaard,1
ScienceFiction,Thriller,no option,3,others,others,1,Sebastiáncordero,1
no option,no option,no option,13,others,others,133,Rockypowell,1
Drama,no option,no option,226,others,others,1,Neillabute,1
Comedy,Drama,no option,79,others,others,1,Philmorrison,1
Romance,Comedy,Music,2,others,others,1,Zoranlisinac,1
Drama,Thriller,no option,38,others,others,1,Ericheisserer,1
Comedy,no option,no option,138,others,others,1,Paulruven,1
Action,Crime,Thriller,31,others,others,1,Nicklyon,1
Romance,Comedy,no option,17,others,others,1,Johnburgess,1
Horror,Comedy,no option,8,others,others,1,Duanejourney,1
Crime,Thriller,no option,20,others,others,1,Davida.armstrong,2
Documentary,no option,no option,106,others,others,1,Stephenvittoria,1
Comedy,Horror,no option,17,others,others,1,Robertbengarant,1
Documentary,Drama,History,1,others,others,1,Jehanenoujaim,1
Music,Documentary,no option,6,others,others,1,Mikelerner,1
Documentary,no option,no option,106,others,others,1,Rogerrosswilliams,1
Western,Thriller,no option,1,others,others,1,Loganmiller,1
Drama,no option,no option,226,others,others,1,Chadhartigan,1
Drama,no option,no option,226,others,others,1,Hannahfidell,1
Drama,no option,no option,226,others,others,1,Billguttentag,1
Drama,no option,no option,226,others,others,1,Andrewdosunmu,1
Drama,Romance,Thriller,3,others,others,1,Johnkrokidas,1
Drama,Thriller,no option,38,others,others,1,Francescagregorini,1
Drama,no option,no option,226,others,others,1,Damianchapa,1
Comedy,Drama,no option,79,others,others,1,Jamescox,2
Crime,Drama,Thriller,18,others,others,4,Atomegoyan,1
Drama,no option,no option,226,others,others,1,Jamesfranco,6
Horror,Drama,no option,3,others,others,133,Brianskiba,2
Horror,Drama,Thriller,3,others,others,1,Tomelkins,1
History,Action,Drama,1,others,others,1,Raybengston,1
Drama,Comedy,no option,40,others,others,1,Jasonreitman,5
Thriller,Horror,Drama,4,others,others,1,Seancarter,1
Action,Thriller,no option,42,others,others,1,Mariovanpeebles,2
Romance,Comedy,Drama,11,others,others,1,Charliemcdowell,1
Thriller,no option,no option,32,others,others,1,Larrybrand,1
Crime,Thriller,no option,20,others,others,1,Peterhowitt,1
Horror,no option,no option,50,others,others,133,Dustinmills,1
Comedy,no option,no option,138,others,others,1,Scotarmstrong,1
Drama,Comedy,no option,40,others,others,1,Tylerperry,9
Animation,Comedy,Family,8,others,others,1,Leonjoosen,1
Music,Documentary,no option,6,others,others,1,Joeangio,1
Drama,no option,no option,226,others,others,133,Diegoluna,1
Documentary,Music,no option,11,others,others,1,Jonm.chu,7
Horror,no option,no option,50,others,others,1,Bernardrose,1
Drama,no option,no option,226,others,others,133,Andrewlibrizzi,1
Action,Crime,no option,13,others,others,1,Keoniwaxman,2
Action,Comedy,Thriller,4,others,others,1,Joecarnahan,3
Drama,no option,no option,226,others,others,133,Johnmartoccia,1
Drama,Family,Fantasy,2,others,others,1,Markfreiburger,1
Comedy,no option,no option,138,others,others,1,Jasonfriedberg,2
Drama,no option,no option,226,others,others,1,Jeremiahbirnbaum,1
Comedy,Romance,no option,47,others,others,133,Christineyoo,1
Drama,no option,no option,226,others,others,1,Jamesfranco,6
Horror,Thriller,no option,78,others,others,4,Christiane.christiansen,2
Thriller,ScienceFiction,no option,5,others,others,1,Jameswardbyrkit,1
Drama,no option,no option,226,others,others,1,Williamriead,1
Romance,Crime,Drama,2,others,others,1,Samlogankhaleghi,1
Documentary,no option,no option,106,others,others,3,Alastairfothergill,2
Documentary,Family,no option,3,others,others,133,Richardeverts,1
Horror,ScienceFiction,no option,3,others,others,1,Joebegos,2
Drama,no option,no option,226,others,others,1,Lizajohnson,1
Action,Drama,Thriller,11,others,others,1,Laronaustin,1
Romance,History,Drama,1,others,others,1,Annettehaywood-carter,1
Action,Fantasy,Romance,1,others,others,1,Peterpau,1
Horror,no option,no option,50,others,others,1,Chrissparling,1
Documentary,no option,no option,106,others,others,1,Grantbarbeito,1
Documentary,no option,no option,106,others,others,1,Chuckworkman,1
Horror,Mystery,Thriller,22,others,others,1,Adamrobitel,4
Thriller,Drama,no option,18,others,others,1,Paulschrader,3
Drama,Comedy,no option,40,others,others,1,Linaesco,1
Western,Horror,no option,1,others,others,1,S.craigzahler,3
Comedy,no option,no option,138,others,others,1,A.m.lukas,1
Thriller,Drama,no option,18,others,others,1,Ryanphillippe,1
Drama,no option,no option,226,others,others,1,Xavierdolan,1
Comedy,Drama,no option,79,others,others,1,Jamesfranco,6
Drama,no option,no option,226,others,others,1,Gusvansant,4
Thriller,Drama,no option,18,others,others,1,Stevenc.miller,7
Comedy,Fantasy,Horror,1,others,others,1,Kevinsmith,5
Drama,no option,no option,226,others,others,1,Danfrank,1
Action,Thriller,no option,42,others,others,1,Chrisnahon,1
Drama,Music,no option,16,others,others,1,Petercousens,1
Documentary,no option,no option,106,others,others,133,Joshuatickell,1
Horror,no option,no option,50,others,others,1,Roberthall,1
Thriller,Horror,no option,24,others,others,1,Lluísquílez,1
Thriller,no option,no option,32,others,others,1,Jackbryan,1
Documentary,no option,no option,106,others,others,1,Maryolivesmith,1
Music,Documentary,no option,6,others,others,1,Johnpirozzi,1
Music,Drama,no option,12,others,others,1,Dustinmarcellino,1
Comedy,ScienceFiction,Action,2,others,others,2,Matthullum,1
Action,Drama,Thriller,11,others,others,1,Tylershields,1
Drama,no option,no option,226,others,others,1,Austinstark,1
Action,Thriller,no option,42,others,others,1,Bobbrown,1
Thriller,no option,no option,32,others,others,1,Mattshakman,1
Drama,no option,no option,226,others,others,1,Paulstehlikjr.,1
Documentary,no option,no option,106,others,others,1,Wiambedirxan,1
Drama,Music,History,5,others,others,1,Billpohlad,1
Documentary,no option,no option,106,others,others,133,Jeffzapata,1
Drama,no option,no option,226,others,others,133,Liviadepaolis,1
Thriller,Horror,no option,24,others,others,133,Scottbeck,2
Documentary,no option,no option,106,others,others,1,Davelamattina,1
Western,Drama,no option,4,others,others,1,Lisandroalonso,1
Drama,Music,Crime,1,others,others,1,Alancalzatti,1
Family,Animation,no option,2,others,others,1,Ricardoarnaiz,1
Drama,no option,no option,226,others,others,1,Johnwoo,1
War,Drama,no option,5,others,others,1,Claudiamyers,1
ScienceFiction,no option,no option,7,others,others,1,Johnnozee,1
Comedy,no option,no option,138,others,others,1,Timgarrick,1
Comedy,Thriller,Drama,1,others,others,133,Johnfuhrman,1
Fantasy,Animation,no option,1,others,others,1,Yuefengsong,1
Action,Drama,Adventure,1,others,others,1,Daniellusko,1
Animation,Comedy,Family,3,others,others,1,Chuckpowers,1
Action,Drama,Thriller,11,others,others,1,Keithparmer,1
Thriller,Crime,Drama,10,others,others,1,Philipmartin,1
Drama,no option,no option,226,others,others,1,Gabrielemuccino,2
Drama,Comedy,no option,40,others,others,1,Barrylevinson,2
Horror,no option,no option,50,others,others,133,Valerimilev,1
Drama,no option,no option,226,others,others,1,Johnherzfeld,2
Documentary,no option,no option,106,others,others,1,Stevejames,2
Documentary,no option,no option,106,others,others,1,Michaelrossato-bennett,1
Drama,no option,no option,226,others,others,1,Emilioaragón,1
Adventure,Comedy,Action,1,others,others,1,Kylenewman,1
Thriller,ScienceFiction,no option,5,others,others,3,Anthonyc.ferrante,2
Action,Crime,Drama,12,others,others,1,Danielmonzón,1
Horror,Thriller,no option,78,others,others,1,Darrenlynnbousman,2
Drama,no option,no option,226,others,others,1,Monafastvold,1
Drama,no option,no option,226,others,others,1,Johnslattery,1
Romance,Crime,Drama,2,others,others,133,Rajamitkumar,1
Drama,History,no option,36,others,others,1,Hughhudson,1
Action,Thriller,no option,42,others,others,1,Stevenc.miller,7
Comedy,Action,no option,6,others,others,1,Jasonfriedberg,2
Action,Crime,no option,13,others,others,1,Isaacflorentine,3
Drama,Thriller,Horror,3,others,others,1,Andreikonst,1
Documentary,Music,no option,11,others,others,133,Brendantoller,1
Comedy,Crime,Horror,1,others,others,1,Martinowen,2
Documentary,no option,no option,106,others,others,1,Jemcohen,1
Drama,Horror,Thriller,4,others,others,1,Brandenkramer,1
Thriller,Mystery,Drama,3,others,others,1,Vidhuvinodchopra,1
Drama,Thriller,no option,38,others,others,1,Elizabethallenrosenbaum,1
Comedy,Animation,Adventure,1,others,others,1,Tonybancroft,1
Drama,Action,Crime,4,others,others,1,Theoavgerinos,1
Drama,Action,Crime,4,others,others,1,Jetaamata,1
Drama,Comedy,no option,40,others,others,1,Bensonlee,2
Thriller,Mystery,Horror,1,others,others,1,Derickmartini,1
Horror,Thriller,no option,78,others,others,1,Rustambranaman,1
Thriller,Horror,no option,24,others,others,1,Domfrank,1
Drama,no option,no option,226,others,others,133,Paulanthonymclean,1
Drama,History,no option,36,others,others,1,Michaelalmereyda,3
Comedy,Drama,no option,79,others,others,1,Annaboden,2
Action,Drama,no option,55,others,others,1,Johnstockwell,3
Thriller,ScienceFiction,Action,1,others,others,1,Briana.miller,3
Drama,no option,no option,226,others,others,1,Coertevoorhees,1
Action,Thriller,no option,42,others,others,1,Jonathanmostow,1
Crime,Thriller,no option,20,others,others,1,Alexbrewer,1
Drama,Crime,Thriller,5,others,others,1,Garymichaelschultz,1
Drama,Mystery,Thriller,4,others,others,1,Alexrossperry,4
Drama,no option,no option,226,others,others,1,Antoncorbijn,2
Comedy,Action,no option,6,others,others,1,Timothykendall,1
Documentary,no option,no option,106,others,others,1,Justinwebster,1
Thriller,no option,no option,32,others,others,1,Johnmoore,2
Drama,Thriller,no option,38,others,others,1,Alexandrosavranas,1
Horror,Drama,no option,3,others,others,1,Bryanbertino,1
Drama,Fantasy,ScienceFiction,2,others,others,1,Nachovigalondo,2
Comedy,Drama,Family,3,others,others,1,Maclainnelson,1
Documentary,no option,no option,106,others,others,1,Slawomirgrunberg,1
Drama,no option,no option,226,others,others,1,Antoniocampos,1
Drama,Romance,no option,53,others,others,1,Rainli,1
Drama,no option,no option,226,others,others,1,Jamesfranco,6
Thriller,Crime,Drama,10,others,others,1,Jackieearlehaley,1
Crime,Action,Thriller,8,others,others,1,Jamesmcteigue,3
Western,Drama,Thriller,2,others,others,1,Kanesenes,1
Documentary,no option,no option,106,others,others,1,Lisaimmordinovreeland,1
Action,Crime,Drama,12,others,others,1,Chuckrussell,2
Drama,Crime,Thriller,1,others,others,1,Geemaliklinton,1
Action,TVMovie,ScienceFiction,1,others,others,3,Anthonyc.ferrante,2
Thriller,no option,no option,32,others,others,1,Douglasschulze,1
Drama,History,War,3,others,others,1,Stephenshin,1
Documentary,no option,no option,106,others,others,1,Chuanlu,1
Comedy,Crime,no option,14,others,others,1,Jamesoakley,1
Comedy,Drama,no option,79,others,others,1,Lenakhan,1
Horror,Thriller,no option,78,others,others,1,Marcelwalz,1
Music,Documentary,no option,6,others,others,1,Alexwinter,2
Thriller,Adventure,Action,1,others,others,1,Kevincarraway,2
Drama,no option,no option,226,others,others,1,Leenayadav,1
Comedy,no option,no option,138,others,others,1,Chrismccoy,1
Crime,Comedy,no option,4,others,others,4,Joemenendez,1
Thriller,Mystery,Drama,1,others,others,1,Michaelpolish,4
Adventure,Action,Animation,1,others,others,1,Samliu,3
Comedy,Drama,no option,79,others,others,1,Onurtukel,1
Drama,no option,no option,226,others,others,1,Alexrossperry,4
Comedy,Drama,no option,79,others,others,1,Andytennant,2
Fantasy,Horror,no option,1,others,others,1,Mikemendez,1
Thriller,Crime,Horror,1,others,others,1,Marcusdunstan,2
Drama,no option,no option,226,others,others,1,Nathanfrankowski,1
Horror,Mystery,Thriller,22,others,others,1,Andrewc.erin,1
Action,no option,no option,18,others,others,1,Christiansesma,1
Thriller,Horror,no option,24,others,others,1,Traviszariwny,1
Horror,Comedy,no option,8,others,others,1,Rosspatterson,1
Thriller,Horror,Comedy,2,others,others,1,Briantaylor,1
Thriller,Action,ScienceFiction,4,others,others,1,Nicholasgyeney,1
Thriller,ScienceFiction,no option,5,others,others,1,Ryangregoryphillips,1
Comedy,Horror,no option,17,others,others,1,Stephentramontana,1
Comedy,Drama,no option,79,others,others,1,Jasonreitman,5
Action,Horror,ScienceFiction,5,others,others,1,Williamkaufman,2
Comedy,Drama,no option,79,others,others,1,Andrewfleming,2
Documentary,no option,no option,106,others,others,1,Martinbell,1
Fantasy,Adventure,Drama,1,others,others,1,Benhzeitlin,2
Comedy,Romance,no option,47,others,others,1,Gustavoron,1
Action,Drama,no option,55,others,others,1,Davidhackl,2
Action,Crime,Thriller,31,others,others,1,S.craigzahler,3
Action,Crime,no option,13,others,others,1,Danielzirilli,2
ScienceFiction,no option,no option,7,others,others,1,Andrewniccol,3
Drama,Thriller,no option,38,others,others,1,Katemulleavy,1
Action,War,no option,2,others,others,1,Fredolenray,1
Drama,no option,no option,226,others,others,1,Alexranarivelo,1
Thriller,Drama,no option,18,others,others,1,Nicholasdibella,2
Mystery,Documentary,Drama,1,others,others,1,Jeddwider,1
Documentary,no option,no option,106,others,others,1,Michaelalmereyda,3
Romance,Drama,no option,25,others,others,1,Paulmunger,1
Drama,Romance,no option,53,others,others,1,Mariusa.markevicius,2
Thriller,Crime,no option,6,others,others,1,Stevenc.miller,7
Adventure,Drama,ScienceFiction,1,others,others,1,Bongjoonho,2
Documentary,no option,no option,106,others,others,1,Jensenko,1
Fantasy,Romance,Mystery,1,others,others,1,Jonathanlim,1
Drama,Thriller,no option,38,others,others,1,Jamescox,2
War,Drama,no option,5,others,others,1,Alexandremoors,1
ScienceFiction,Action,Thriller,4,others,others,1,Obinolson,1
Thriller,Action,ScienceFiction,4,others,others,1,Timothywoodwardjr.,3
Animation,Comedy,Family,3,others,others,1,Davidfeiss,1
Drama,no option,no option,226,others,others,1,Andrewhyatt,2
Action,Drama,no option,55,others,others,1,Seanbrosnan,1
Documentary,no option,no option,106,others,others,1,Patrickshen,1
Comedy,Drama,no option,79,others,others,1,Dukemerriman,1
Crime,Music,Thriller,1,others,others,1,Bennyboom,2
Documentary,no option,no option,106,others,others,1,Joshfox,1
Comedy,no option,no option,138,others,others,133,Babakjalali,1
Drama,Thriller,Romance,1,others,others,1,Wimwenders,1
Drama,no option,no option,226,others,others,1,Irasachs,1
Action,Comedy,ScienceFiction,4,others,others,1,Nicklove,1
Comedy,Crime,no option,14,others,others,1,Trenthaaga,1
Drama,Music,no option,16,others,others,1,Benverbong,1
Drama,Western,no option,3,others,others,1,Robertscottwildes,1
Family,Animation,Comedy,4,others,others,1,Linodisalvo,1
Drama,Romance,no option,53,others,others,1,Michaelmailer,2
Crime,Documentary,Music,1,others,others,1,Natashafissiak,1
Crime,Thriller,no option,20,others,others,1,Aramrappaport,2
Drama,Horror,Thriller,1,others,others,1,Kevingoetz,1
Romance,Comedy,no option,17,others,others,1,Jameslefkowitz,1
Comedy,Horror,no option,17,others,others,1,Jackjohnson,1
Documentary,no option,no option,106,others,others,1,Markneale,2
Music,Drama,no option,12,others,others,1,Chrisstokes,2
Documentary,no option,no option,106,others,others,1,Duanebarnhart,1
Crime,Drama,no option,15,others,others,1,Briana.miller,3
Action,no option,no option,18,others,others,133,Nickchamberlin,1
Drama,no option,no option,226,others,others,1,Jasoncortlund,1
Comedy,Romance,no option,47,others,others,133,Coreygrant,1
Comedy,Drama,Romance,32,others,others,1,Bruceberesford,2
Action,Thriller,ScienceFiction,1,others,others,3,Thunderlevin,1
Action,Crime,no option,13,others,others,1,Hanyabu-assad,2
Horror,Thriller,no option,78,others,others,1,Alexandrecourtès,1
Romance,Music,no option,1,others,others,133,Stefanc.schaefer,1
Drama,no option,no option,226,others,others,1,Briansavelson,1
Drama,Comedy,no option,40,others,others,1,Robertofaenza,1
Thriller,no option,no option,32,others,others,1,Stigsvendsen,1
Drama,Comedy,Romance,10,others,others,133,Adamsherman,1
Comedy,Romance,no option,47,others,others,133,Valerieweiss,1
Documentary,no option,no option,106,others,others,133,Pablocroce,1
Documentary,no option,no option,106,others,others,1,Craigscottrosebraugh,1
Documentary,no option,no option,106,others,others,1,Morganspurlock,3
Drama,Romance,no option,53,others,others,1,Susanseidelman,1
Horror,no option,no option,50,others,others,133,Glennciano,1
Comedy,no option,no option,138,others,others,1,Brandontrost,1
Crime,Action,Thriller,8,others,others,1,Gabetorres,1
Horror,no option,no option,50,others,others,1,Kevincarraway,2
Documentary,Drama,no option,3,others,others,1,Leehirsch,1
Thriller,Horror,no option,24,others,others,1,Mattbettinelli-olpin,4
Comedy,no option,no option,138,others,others,1,Mikebirbiglia,2
Documentary,no option,no option,106,others,others,1,Laurengreenfield,1
Drama,Comedy,no option,40,others,others,1,Michaelwalker,1
Documentary,no option,no option,106,others,others,1,Mariusa.markevicius,2
Romance,Comedy,Drama,11,others,others,1,Joshradnor,1
Drama,Comedy,Romance,10,others,others,1,Jonathankasdan,1
Drama,no option,no option,226,others,others,133,Marshalllewy,1
Crime,Drama,no option,15,others,others,1,Sheldoncandis,1
Drama,no option,no option,226,others,others,1,Toddsolondz,1
Comedy,Romance,no option,47,others,others,1,Alexrossperry,4
Documentary,no option,no option,106,others,others,1,Markneale,2
Action,Thriller,Crime,18,others,others,1,Antonionegret,2
Drama,Romance,no option,53,others,others,133,Alrickbrown,1
Documentary,no option,no option,106,others,others,133,Tiffanyshlain,1
Horror,Thriller,Comedy,2,others,others,133,Jackperez,1
Action,Thriller,Crime,2,others,others,1,Adriangrunberg,2
Documentary,no option,no option,106,others,others,1,Stevebannon,1
Comedy,Romance,no option,47,others,others,1,Jenniferwestfeldt,1
Comedy,Drama,Romance,32,others,others,1,Michaelcorrente,1
Horror,Thriller,no option,78,others,others,4,Douglasaarniokoski,1
Action,Thriller,no option,42,others,others,1,Kasperbarfoed,1
Action,no option,no option,18,others,others,1,Lawrencesilverstein,1
Drama,Action,Thriller,2,others,others,1,Aaronharvey,3
Crime,Action,no option,3,others,others,133,Regtraviss,1
Drama,Action,no option,20,others,others,1,Harrythomason,1
Animation,Family,Fantasy,1,others,others,1,Bobsgannaway,2
Mystery,Horror,Thriller,1,others,others,1,Mikeflanagan,4
Horror,Thriller,no option,78,others,others,1,Eduardosánchez,1
Thriller,no option,no option,32,others,others,133,Nicholassmith,1
Drama,Comedy,no option,40,others,others,1,Aramrappaport,2
Action,no option,no option,18,others,others,1,Erniebarbarash,3
Action,Thriller,ScienceFiction,5,others,others,1,Jonahloop,1
Drama,no option,no option,226,others,others,1,Matthewdeanrussell,1
Romance,Comedy,Drama,11,others,others,1,Davidrobertmitchell,3
Thriller,Crime,no option,6,others,others,1,Julienmagnat,1
Action,Thriller,no option,42,others,others,1,Adamop.cultraro,1
Adventure,Documentary,no option,1,others,others,1,Curtmorgan,1
Drama,no option,no option,226,others,others,1,Rashaadernestogreen,1
Action,Adventure,Thriller,6,others,others,1,Aleksandryakimchuk,1
Drama,Romance,no option,53,others,others,1,Rolandjoffé,1
Horror,TVMovie,no option,1,others,others,1,Stevenc.miller,7
Action,Thriller,no option,42,others,others,1,Jürgenstaal,1
Comedy,Documentary,no option,3,others,others,1,Morganspurlock,3
Drama,Thriller,no option,38,others,others,1,Johngray,1
Comedy,Romance,no option,47,others,others,133,Michaelmatzdorff,1
Comedy,Family,Action,1,others,others,1,Stephenherek,2
Action,Mystery,Thriller,2,others,others,1,Tonykrantz,1
Documentary,no option,no option,106,others,others,1,Seanc.casey,1
Thriller,Mystery,no option,3,others,others,1,Anttij.jokinen,1
Drama,Horror,Action,1,others,others,1,Scottleberecht,1
Adventure,Action,Thriller,4,others,others,1,Giorgioserafini,1
Action,Horror,Western,1,others,others,1,Andrewgoth,1
Thriller,Mystery,Horror,4,others,others,1,Jamesfranco,6
ScienceFiction,no option,no option,7,others,others,1,Joeycurtis,1
Thriller,Drama,no option,18,others,others,1,Aaronharvey,3
Documentary,no option,no option,106,others,others,1,Kipandersen,1
Thriller,Action,Drama,3,others,others,1,Williamdevital,2
Drama,no option,no option,226,others,others,1,Deerees,2
Documentary,no option,no option,106,others,others,1,Sabinekrayenbühl,1
Comedy,no option,no option,138,others,others,133,Lindayellen,1
Action,Animation,Adventure,1,others,others,1,Rickmorales,1
Action,Thriller,Crime,18,others,others,1,Stevenc.miller,7
Family,Animation,Comedy,1,DreamWorksAnimation,others,4,Waltdohrn,1
Thriller,Drama,no option,18,others,others,133,Jordanmatthewhorowitz,1
Drama,no option,no option,226,others,others,1,Ryangraves,1
Horror,no option,no option,50,others,others,1,Bevland,1
ScienceFiction,Action,Adventure,1,others,others,1,Oliverdaly,1
Drama,Crime,no option,10,others,others,1,Jamaljoseph,1
Crime,Comedy,no option,4,others,others,1,Robertbudreau,1
Drama,Romance,no option,53,others,others,1,Stevenbernstein,2
Romance,Drama,no option,25,others,others,1,Drakedoremus,3
Thriller,Drama,no option,18,others,others,1,Jonathanbaker,2
Crime,Thriller,no option,20,others,others,1,Markstevenjohnson,1
Crime,Drama,no option,15,others,others,1,Rohitkarnbatra,1
Documentary,no option,no option,106,others,others,133,Colinm.day,1
Documentary,History,TVMovie,1,others,others,1,Scottprestin,1
History,Drama,Music,1,others,others,1,Lorenzothione,1
Comedy,no option,no option,138,others,others,1,Zakknutson,1
Thriller,Crime,no option,6,others,others,1,Bennysafdie,2
Drama,no option,no option,226,others,others,1,Danieljoseph,1
Drama,no option,no option,226,others,others,1,Timothya.chey,1
Documentary,no option,no option,106,others,others,1,Chuckuntersee,1
Thriller,Horror,no option,24,others,others,1,Mikep.nelson,1
Thriller,Horror,no option,24,others,others,1,Michaelwinnick,1
Drama,no option,no option,226,others,others,1,Bretthaley,2
Family,Comedy,no option,6,others,others,1,Tomdenucci,1
Drama,History,no option,36,others,others,1,Stephenfrears,3
Comedy,no option,no option,138,others,others,1,Candicet.cain,1
Action,Thriller,no option,42,others,others,1,Scottmann,3
Drama,no option,no option,226,others,others,1,Angelaismailos,1
Comedy,Drama,Thriller,2,others,others,1,Justinmacgregor,1
Animation,Family,Comedy,1,WaltDisneyPictures,others,3,Akivaschaffer,3
Horror,Thriller,no option,78,others,others,1,Damienleone,2
Fantasy,Drama,no option,3,others,others,1,Anderswalter,1
Drama,Romance,no option,53,others,others,1,Sebastiánlelio,1
Drama,History,no option,36,others,others,1,Alfonsogomez-rejon,2
Comedy,no option,no option,138,others,others,1,Lisaaddario,1
Fantasy,Drama,no option,3,others,others,1,Johnasher,1
ScienceFiction,Horror,Mystery,1,others,others,1,Fulviosestito,1
Action,Crime,Thriller,31,others,others,1,Rogeravary,1
Drama,no option,no option,226,others,others,1,Ariannebenedetti,1
Thriller,Drama,no option,18,others,others,133,Robertcole,1
Documentary,no option,no option,106,others,others,1,Alangovenar,1
History,Drama,Thriller,2,others,others,1,Robreiner,4
Drama,no option,no option,226,others,others,1,Bethlamure,1
Drama,War,no option,10,others,others,1,Matthewheineman,1
Documentary,no option,no option,106,others,others,1,Ericesau,1
Comedy,Horror,no option,17,others,others,2,Owenegerton,1
Animation,Family,no option,8,others,others,1,Jianminghuang,1
Drama,War,Thriller,1,others,others,1,Benlewin,2
Western,Drama,Thriller,2,others,others,1,Michaelmatthews,2
Horror,Thriller,no option,78,others,others,1,Michaelg.kehoe,1
Comedy,no option,no option,138,others,others,2,Tylerperry,9
Comedy,Drama,Romance,32,others,others,1,R.scottleisk,1
Thriller,Horror,no option,24,others,others,1,Stephanrick,2
Comedy,Family,Animation,2,others,others,1,Alexzamm,1
Romance,Music,History,1,others,others,1,Jeffcalhoun,1
Action,Thriller,Crime,18,others,others,1,Alaindesrochers,1
Drama,History,no option,36,others,others,1,Justinkelly,1
Documentary,no option,no option,106,others,others,1,Justinfolk,1
Thriller,Horror,Crime,1,others,others,1,Michaelcaissie,1
Mystery,Thriller,Crime,1,others,others,1,Simonkaijser,1
Comedy,Action,no option,6,others,others,1,Jasonhowden,1
Music,Romance,Drama,1,others,others,1,Duaneadler,2
Documentary,no option,no option,106,others,others,1,Alexandradean,1
Western,no option,no option,2,others,others,1,Richardgabai,2
Drama,no option,no option,226,others,others,1,Juddbrannon,1
Romance,Drama,no option,25,others,others,1,Tomsimes,1
Comedy,no option,no option,138,others,others,1,Gregoryerdstein,1
Thriller,Action,no option,11,others,others,1,Davida.armstrong,2
Adventure,Drama,Romance,2,others,others,1,Tomharper,2
Horror,no option,no option,50,others,others,1,Drewbolton,1
Crime,Comedy,Drama,1,others,others,1,Mattaselton,1
Thriller,Horror,no option,24,others,others,1,Johnhyams,2
Horror,Thriller,no option,78,others,others,1,Biraydalkiran,1
War,Action,Drama,2,others,others,1,Williamdevital,2
Documentary,no option,no option,106,others,others,2,Chrispatterson,2
Horror,Fantasy,Mystery,1,others,others,1,Jeffreygrellman,1
Comedy,no option,no option,138,others,others,1,Lauriecollyer,1
Comedy,Drama,no option,79,others,others,1,Jimcummings,2
Documentary,no option,no option,106,others,others,2,Kellyrichmondpope,1
Documentary,History,no option,4,others,others,1,Sampollard,1
Thriller,Action,ScienceFiction,4,others,others,1,S.a.halewood,1
Fantasy,ScienceFiction,Thriller,1,others,others,1,Alicewaddington,1
Action,Horror,no option,3,others,others,2,Hèctorhernándezvicens,1
Thriller,Crime,Action,1,others,others,1,Timothywoodwardjr.,3
Drama,Mystery,Thriller,4,others,others,133,Rickydambrose,1
Horror,no option,no option,50,others,others,1,Joshuacoates,1
Drama,Thriller,no option,38,others,others,1,Artohalonen,1
Action,Thriller,Crime,18,others,others,1,Johnherzfeld,2
Horror,Thriller,no option,78,others,others,1,Scottbeck,2
Comedy,no option,no option,138,others,others,133,Mickeyreece,1
Drama,Family,no option,9,others,others,1,Joshwebber,1
Drama,Music,no option,16,others,others,1,Anthonynardolillo,1
Drama,no option,no option,226,others,others,133,Neilgoss,1
Animation,Adventure,Family,2,others,others,1,Leolewis,1
Documentary,no option,no option,106,others,others,1,Alexwinter,2
