global_step,train_loss,mcc,f1_score,eval_loss
2000,1.7005337476730347,0.26309966405346435,0.3268819452521433,1.6441161866599794
4000,1.4604991674423218,0.27263611211045113,0.30010560810715176,1.617197050112031
6000,1.8980380296707153,0.2895491075641234,0.3331033946401196,1.601330527158161
8000,1.6625865697860718,0.29397508528944544,0.31405159724229,1.5811146160087803
10000,1.6442954540252686,0.30020605152545277,0.3525916966139207,1.5669188542589838
12000,1.5304648876190186,0.3066115674120434,0.349245280208581,1.5503038158129723
13025,1.8253716230392456,0.30726741479695086,0.35062454106138613,1.537178661416654
14000,1.4307888746261597,0.31385563067052075,0.3726199954072083,1.542469300748797
16000,1.337744951248169,0.3129014481972861,0.3568067671074432,1.5293318853930136
18000,1.3858802318572998,0.3105057059693754,0.36495324635127396,1.5344082941422963
20000,1.5014606714248657,0.315094004878559,0.36329776028602745,1.5387823848432214
22000,1.4055730104446411,0.3150969116499005,0.3561987486174862,1.5317650572752193
24000,1.5343447923660278,0.3148881725461648,0.37077038408292284,1.547454744758934
26000,1.41253662109375,0.3165548079903471,0.35969116546924984,1.5291514439806635
26050,1.3051215410232544,0.31460110432259614,0.3468923112259296,1.5210218648251048
28000,1.3145543336868286,0.3206508508714408,0.3698414355734883,1.518663209277385
30000,1.3729629516601562,0.3211411385208824,0.37779699418614604,1.5186405244991796
32000,1.3531383275985718,0.3230988052124953,0.3727957185994735,1.51971244671062
34000,1.3095061779022217,0.32218133373187696,0.3779587149675845,1.5154480008786828
36000,1.5535167455673218,0.3228352979069199,0.37673530828707397,1.5045393656035642
38000,1.433756709098816,0.32311817567662343,0.370905980908995,1.5315368096062207
39075,1.8485513925552368,0.3209862862392384,0.38074652492382227,1.5201934674272226
40000,1.5281316041946411,0.3151183871339092,0.39131652570646586,1.5601678898538667
42000,1.252037763595581,0.32328757820285514,0.3766093768110275,1.5443761323524265
44000,1.3994084596633911,0.32239458720985337,0.38571776777654293,1.5551484759585996
46000,1.4518592357635498,0.320114679998668,0.3825423430761043,1.5513878320759233
48000,1.1535286903381348,0.32546132383239235,0.3787329643791662,1.536280826252022
50000,1.4368189573287964,0.3273021659105187,0.3849611925851116,1.534811341455016
52000,1.2901396751403809,0.3248069155563553,0.3825161215613839,1.5374720431664048
52100,2.3111369609832764,0.32499107962708046,0.3739639624557872,1.5427286011136505
54000,1.4102325439453125,0.3214081007973937,0.38566240801433976,1.5972592346303482
56000,1.1678446531295776,0.3207869310079594,0.38403857081202253,1.5896953393143594
58000,1.280320644378662,0.32054562841648093,0.3819578908392214,1.5786081969481733
60000,1.389591932296753,0.3240058113452657,0.38103299527842827,1.5711186529166892
62000,1.3490517139434814,0.32116084277958645,0.39060102508145783,1.5605080020829196
64000,1.1972458362579346,0.3205058763724544,0.38915124500686993,1.5744912311279915
65125,1.0891622304916382,0.32307143128837373,0.38451979519037105,1.571130439099852
66000,1.0248191356658936,0.3214315669082631,0.38655877993265736,1.700685084741716
68000,1.223683476448059,0.3190460222480042,0.3807775064870413,1.6556760923745426
70000,1.2973945140838623,0.3180437580077189,0.38073522098145396,1.6606381733500373
72000,1.2907642126083374,0.31561853703921916,0.38931425464261143,1.6525499328666586
74000,1.1368775367736816,0.3182418828954242,0.37764144303290725,1.6330964889675006
76000,1.1615275144577026,0.3213925152967519,0.3906078913214453,1.6395070276692623
78000,0.9877385497093201,0.318270417461733,0.3891132332139014,1.6307874974897796
78150,0.8699408769607544,0.3190939651821848,0.3869598745536921,1.6583909900736868
80000,1.1664116382598877,0.3144354012339319,0.3869560356509758,1.742469272725431
82000,1.124969482421875,0.3149983477934787,0.38650985362003504,1.780203562297944
84000,1.088575839996338,0.3145529432758766,0.38909199516012916,1.7498057085055683
86000,1.2450370788574219,0.31179905028786475,0.3871344174616014,1.7736710331338317
88000,0.9354093670845032,0.31340860395147935,0.388472191970515,1.7520523791627531
90000,1.0766587257385254,0.3121680511526975,0.3856073585008894,1.7425882205105476
91175,1.3389960527420044,0.31458586898192725,0.3846508373636587,1.7629766519545484
92000,0.859250009059906,0.3098790458917756,0.38780488504345206,1.8463599449714339
94000,1.0096827745437622,0.3073206247998429,0.3836762705423413,1.871942832430645
96000,1.0827689170837402,0.3103311671322001,0.3858733120654692,1.8872646207196104
98000,0.8908275365829468,0.31063365653143343,0.3866993699048675,1.8631569505463959
100000,0.9407300353050232,0.3116466762413295,0.3844523390817056,1.882452658494712
102000,0.8807130455970764,0.3103579916942117,0.386637168390265,1.8228274741957837
104000,1.1351006031036377,0.309473256731748,0.3842504193447543,1.864826220716041
104200,0.6682332158088684,0.3094898434999466,0.38627337633623315,1.8933661566417903
106000,0.8955473303794861,0.3066441748627828,0.3867142937309393,1.96124434274655
108000,0.8369119763374329,0.30772275418432,0.38378696660333816,1.966567677201784
110000,0.856625497341156,0.3073236935393647,0.38452713045269643,1.9831941992482247
112000,1.0061554908752441,0.3032369334459661,0.3851589223027711,1.9950008887580029
114000,1.0658974647521973,0.3072211233706979,0.38487015021637455,1.9854547235325903
116000,0.9679384827613831,0.30996576763277733,0.3843402970949816,1.9945453428871869
117225,0.6432291865348816,0.3028054776611873,0.38432288627331274,1.9729252581483614
118000,0.6957839727401733,0.3061039272053333,0.38373502367369355,2.0853066217596066
120000,0.8915214538574219,0.30317063354803936,0.383230979016677,2.0810257564177013
122000,0.8364681005477905,0.3045950620576626,0.38362304706294464,2.075783055706803
124000,0.7855420708656311,0.3055782696049185,0.38519329174478195,2.1036587931997928
126000,0.6594812273979187,0.30520919572248206,0.38494448816538235,2.0918434359659135
128000,0.6071451306343079,0.30624120402080773,0.3853394409120141,2.0893010564364656
130000,0.9751640558242798,0.3058345125071036,0.3853785851355424,2.0984834162234747
130250,0.792510986328125,0.3055679464917281,0.38529435589968497,2.0990324618994913
